Unnamed: 0,FBPost,Label,clean_comment,sentiment_score,sentiment_label
209,"I LOVE my Kindle! Were a family of 6 who are worldschooling and travelling slowly around the world since Oct10.  The BEST investment for our travel lifestyle, and an essential travel gear! We have our travel guide books, homeschooling books, and novels with us in our Kindle. We use it more than twice a day. The only negative thing weve experienced is that we all have to wait to take our turn reading the Kindle....Well need to pick up another one this fall.",P,love kindl famili worldschool travel slowli around world sinc oct best invest travel lifestyl essenti travel gear travel guid book homeschool book novel us kindl use twice day neg thing weve experienc wait take turn read kindl well need pick anoth one fall,1,Positive
210,There are a lot of things in this world I could live without.  My Kindle doesnt happen to be one of them!,O,lot thing world could live without kindl doesnt happen one,0,Negative
211,Kindle video poker - excellent! Its cutting in to my reading time:),P,kindl video poker excel cut read time,1,Positive
212,I love my Kindle! I wouldnt exchange it for anything in this world!,P,love kindl wouldnt exchang anyth world,1,Positive
213,I love my Kindle! I not only read more but I also love the word search books for the Kindle.  I would never purchase another e-reader.,P,love kindl read also love word search book kindl would never purchas anoth e reader,1,Positive
214,I so agree.  I just love my Kindle,P,agre love kindl,1,Positive
215,Amazon should step up to the plate and do an update so public library books can be (borrowed) downloaded to the kindle. It would be nice to be able to get books from Nassau County Librays,P,amazon step plate updat public librari book borrow download kindl would nice abl get book nassau counti libray,1,Positive
216,I just read Madam Tussaud by Michelle Moran. Historical Fiction gebre. Excellent read!,P,read madam tussaud michel moran histor fiction gebr excel read,1,Positive
217,I like the free stuff. Post more of that.,P,like free stuff post,1,Positive
218,Love it because I can increase the font size and read while I am walking on the treadmill!,P,love increas font size read walk treadmil,1,Positive
219,"I finally read ""A Tale of Two Cities; what a great read!",P,final read tale two citi great read,1,Positive
220,http://www.amazon.com/Sunny-Rain-ebook/dp/B003ES5NYS/ref=sr_1_2?ie=UTF8&m=AG56TWVU5XWC2&s=books&qid=1295910892&sr=1-2,O,http www amazon com sunni rain ebook dp b es ny ref sr ie utf ag twvu xwc book qid sr,1,Positive
221,What happened to the authors names in the lists?  Not very useful to try to read the authors name from the thumbnail book cover.,P,happen author name list use tri read author name thumbnail book cover,1,Positive
222,Thanks for posting the lists. Read-a-palooza for me! Im getting some of them NOW =),O,thank post list read palooza im get,1,Positive
223,"Love my Kindle, and dont even need my glasses on when I am reading..lol",P,love kindl dont even need glass read lol,1,Positive
224,Reading Medical Error.....more than half way through it and its great...and its FREE,P,read medic error half way great free,1,Positive
225,"Got my Kindle for Xmas and Ive read 12 bks already, mostly from the top 100 free list, love it. Just finished reading Stuck in the Middle, great read!",P,got kindl xma ive read bk alreadi mostli top free list love finish read stuck middl great read,1,Positive
226,Love the free classics and open source textbooks!,P,love free classic open sourc textbook,1,Positive
227,Amazon Kindle supplies right here:http://www.babcockpublishing.com/ezbuy/index.htm#Kindle,O,amazon kindl suppli right http www babcockpublish com ezbuy index htm kindl,1,Positive
228,99 cents gets you medical examiner novel FLOATERS....2.99 gets you historical thriller CHILDREN of SALEM....3.99 gets you TITANIC 2012 - Curse of RMS Titanic (historical & Science Fic. in one),N,cent get medic examin novel floater get histor thriller children salem get titan curs rm titan histor scienc fic one,0,Negative
229,I love the free classics.  I forgot how good Treasure Island and White Fang were,P,love free classic forgot good treasur island white fang,1,Positive
230,"Just received a new Kindle but I dont have wifi internet,and I still cant get the brand new router I bought to work. I have 1 little book on my Kindle that I downloaded,and that took me 30 minutes to try to get load into the Kindle. I would love to enjoy my Kindle as much as everyone else is,but it has not been as effortless for me as for them :(",P,receiv new kindl dont wifi internet still cant get brand new router bought work littl book kindl download took minut tri get load kindl would love enjoy kindl much everyon els effortless,0,Negative
231,"I Love my Kindle. I like trying out the Free Books,  BUT, your Free Books selections are POOR!  And the Free Book Section is Not Updated Hourly!  I paid for my Kindle, So I do wish that the price of the Kindle books were reduced for Kindle owners!!!Kindle, How about a response to this.",P,love kindl like tri free book free book select poor free book section updat hourli paid kindl wish price kindl book reduc kindl owner kindl respons,0,Negative
232,"How about reduced prices on kindle books , for Kindle Owners, say once a month!",O,reduc price kindl book kindl owner say month,0,Negative
233,@Linda there are other venues to find great free books if you look.,P,linda venu find great free book look,1,Positive
234,Love the Kindle best gift ever. Take it everywhere with me.  Love the free books also,P,love kindl best gift ever take everywher love free book also,1,Positive
235,"I just got an iPhone4, and im loving the Kindle Store app and the alerts here....so convenient!",P,got iphon im love kindl store app alert conveni,1,Positive
236,Best gift I ever gave myself! ; ),P,best gift ever gave,1,Positive
237,"I have found a lot of good free Kindle books.  You have to check regularly; as some are only free for a very limited time, then back to regular price.  One thing I dont like is that Ive noticed that lately the Kindle purchase price is MORE EXPENSIVE than the actual book!  In that case, I will buy the real book.  Duh?",P,found lot good free kindl book check regularli free limit time back regular price one thing dont like ive notic late kindl purchas price expens actual book case buy real book duh,1,Positive
238,"Leslie, download to your computer then connect the kindle via usb and copy the book from the computer into the documents folder on your kindle. Thats what I had to do out here in the boonies! Works great and you have an extra backup on your computer.",P,lesli download comput connect kindl via usb copi book comput document folder kindl that booni work great extra backup comput,0,Negative
239,"Perfect timing for this post, got a lot of snow coming and the power is sure to go out so I picked up 2 more books off the list....thanks",P,perfect time post got lot snow come power sure go pick book list thank,1,Positive
240,@Annette.  I agree.  It really makes me angry when the Kindle book is more than the actual book.  I refuse to buy either.  That is the ONLY problem that I have with Amazon.  It is something they should adjust immediately.,N,annett agre realli make angri kindl book actual book refus buy either problem amazon someth adjust immedi,0,Negative
241,Too bad I cant open this link on my Kindle.,N,bad cant open link kindl,0,Negative
242,LOVE  LOVE LOVE my Kindle and the free books are great. Have never enjoyed reading so much.,P,love love love kindl free book great never enjoy read much,1,Positive
